Topology,DemandFile,ExitCode,PreprocessingTime,ILPTime,TotalTime,uMax
Aarnet,0000,0,0.115,1.102,1.217,0.8999911999999999
Aarnet,0001,0,0.115,0.17,0.28500000000000003,0.8999904
Aarnet,0002,0,0.115,0.185,0.3,0.900053525
Aarnet,0003,0,0.115,0.187,0.302,0.8999904
Aarnet,0004,0,0.115,0.192,0.307,0.9312185
Arnes,0000,0,0.175,0.56,0.7350000000000001,0.9025945
Arnes,0001,0,0.175,0.95,1.125,0.90529825
Arnes,0002,0,0.175,2.47,2.645,0.900754125
Arnes,0003,0,0.175,0.693,0.8679999999999999,0.903222375
Arnes,0004,0,0.175,0.48,0.655,0.9044865
Belnet2005,0000,0,0.12,3.223,3.343,1.0547085
Belnet2005,0001,0,0.12,0.389,0.509,0.900064
Belnet2005,0002,0,0.12,1.371,1.491,0.9000755999999999
Belnet2005,0003,0,0.12,0.634,0.754,0.9214591666666666
Belnet2005,0004,0,0.12,0.874,0.994,1.3781444
Belnet2006,0000,0,0.118,12.905,13.023,1.0410552
Belnet2006,0001,0,0.118,1.469,1.5870000000000002,3.5466366666666667
Belnet2006,0002,0,0.118,2.229,2.347,1.1024901999999999
Belnet2006,0003,0,0.118,0.953,1.071,1.1730283333333333
Belnet2006,0004,0,0.118,0.35,0.46799999999999997,0.9000826
Cernet,0000,0,0.269,0.507,0.776,0.9399892357373518
Cernet,0001,0,0.269,0.991,1.26,0.9058045470854943
Cernet,0002,0,0.269,1.369,1.638,0.9095096774193548
Cernet,0003,0,0.269,1.466,1.7349999999999999,0.9237896
Cernet,0004,0,0.269,0.43,0.6990000000000001,0.899836559139785
Cesnet2001,0000,0,0.103,0.08,0.183,0.9439983220810729
Cesnet2001,0001,0,0.103,0.112,0.215,1.0101677419354838
Cesnet2001,0002,0,0.103,0.19,0.293,0.9875354838709676
Cesnet2001,0003,0,0.103,0.073,0.176,1.0209717191299763
Cesnet2001,0004,0,0.103,0.124,0.22699999999999998,0.9000451612903225
Cesnet200304,0000,0,0.563,0.273,0.836,0.900055
Cesnet200304,0001,0,0.563,0.189,0.752,0.8999583333333332
Cesnet200304,0002,0,0.563,0.2,0.7629999999999999,0.899997
Cesnet200304,0003,0,0.563,0.287,0.8499999999999999,0.9000379999999999
Cesnet200304,0004,0,0.563,0.162,0.725,0.8999533333333334
Cesnet201006,0000,0,0.324,3.329,3.653,0.9000409307067809
Cesnet201006,0001,0,0.324,2.595,2.919,0.9000025184213619
Cesnet201006,0002,0,0.324,1.904,2.2279999999999998,0.9000454460582127
Cesnet201006,0003,0,0.324,2.074,2.3979999999999997,0.9000023064330316
Cesnet201006,0004,0,0.324,3.008,3.332,0.9000452128710494
Eenet,0000,0,0.047,0.43,0.477,0.947455
Eenet,0001,0,0.047,0.519,0.5660000000000001,0.9000335
Eenet,0002,0,0.047,0.06,0.107,0.9428179999999999
Eenet,0003,0,0.047,0.164,0.21100000000000002,0.901251
Eenet,0004,0,0.047,0.096,0.14300000000000002,0.9369129999999987
Esnet,0000,0,0.894,8.252,9.146,0.9003496158692765
Esnet,0001,0,0.894,3.896,4.79,0.9002401901180347
Esnet,0002,0,0.894,3.776,4.67,0.9002234376414604
Esnet,0003,0,0.894,5.684,6.578,0.900271088212228
Esnet,0004,0,0.894,4.916,5.8100000000000005,0.9001891
Garr200902,0000,0,0.421,4.555,4.976,0.9000931999999999
Garr200902,0001,0,0.421,0.874,1.295,0.899908
Garr200902,0002,0,0.421,3.4,3.8209999999999997,0.9000699999999999
Garr200902,0003,0,0.421,1.682,2.1029999999999998,0.899902
Garr200902,0004,0,0.421,2.899,3.32,0.9077284
Garr200908,0000,0,0.365,2.498,2.8630000000000004,0.9000196
Garr200908,0001,0,0.365,1.041,1.406,0.899982
Garr200908,0002,0,0.365,1.398,1.763,0.9467565787792799
Garr200908,0003,0,0.365,1.395,1.76,0.9000456
Garr200908,0004,0,0.365,0.835,1.2,0.8999153846153846
Garr200909,0000,0,0.638,2.44,3.078,0.9575047081527813
Garr200909,0001,0,0.638,1.617,2.255,0.8999169230769231
Garr200909,0002,0,0.638,2.914,3.552,0.9496084098468841
Garr200909,0003,0,0.638,1.625,2.263,0.9000516
Garr200909,0004,0,0.638,1.182,1.8199999999999998,0.900034
Garr200912,0000,0,0.367,2.358,2.725,0.9019923076923076
Garr200912,0001,0,0.367,1.622,1.989,0.9546668
Garr200912,0002,0,0.367,1.785,2.152,0.8999138461538462
Garr200912,0003,0,0.367,2.115,2.482,0.8999261538461538
Garr200912,0004,0,0.367,2.538,2.905,0.9163368000000001
Garr201001,0000,0,0.9,1.498,2.398,0.9639098
Garr201001,0001,0,0.9,3.348,4.248,0.8999184615384616
Garr201001,0002,0,0.9,1.057,1.9569999999999999,0.8999169230769231
Garr201001,0003,0,0.9,3.149,4.049,0.90011046277666
Garr201001,0004,0,0.9,1.136,2.036,0.986385
Garr201003,0000,0,0.376,2.084,2.46,0.9000764
Garr201003,0001,0,0.376,1.365,1.741,0.9001032
Garr201003,0002,0,0.376,1.442,1.818,0.8999184615384614
Garr201003,0003,0,0.376,0.752,1.1280000000000001,0.8999230769230769
Garr201003,0004,0,0.376,0.875,1.251,0.8999169230769231
Garr201004,0000,0,1.538,4.809,6.347,0.9291512
Garr201004,0001,0,1.538,2.066,3.604,0.934679
Garr201004,0002,0,1.538,1.918,3.456,0.9000056
Garr201004,0003,0,1.538,1.839,3.377,0.8999230769230769
Garr201004,0004,0,1.538,2.121,3.659,0.9001779999999999
Garr201005,0000,0,0.398,2.698,3.096,0.9000224
Garr201005,0001,0,0.398,1.665,2.063,0.900132
Garr201005,0002,0,0.398,1.998,2.396,0.9000311999999998
Garr201005,0003,0,0.398,1.27,1.6680000000000001,0.9001032
Garr201005,0004,0,0.398,3.812,4.21,0.9016124
Garr201007,0000,0,0.89,2.794,3.684,0.8999246153846154
Garr201007,0001,0,0.89,3.498,4.388,0.9170070333333331
Garr201007,0002,0,0.89,2.423,3.313,0.9000612
Garr201007,0003,0,0.89,1.618,2.508,0.8999934019175869
Garr201007,0004,0,0.89,1.991,2.8810000000000002,0.95463995
Garr201008,0000,0,0.488,1.256,1.744,0.8999061538461538
Garr201008,0001,0,0.488,1.423,1.911,0.9000272
Garr201008,0002,0,0.488,1.952,2.44,0.8999984
Garr201008,0003,0,0.488,2.584,3.072,0.9000111999999999
Garr201008,0004,0,0.488,2.669,3.157,0.9293709802525532
Garr201010,0000,0,0.427,3.71,4.137,0.9000436
Garr201010,0001,0,0.427,1.534,1.961,0.9000552
Garr201010,0002,0,0.427,2.572,2.999,0.9000476000000001
Garr201010,0003,0,0.427,2.692,3.119,0.9001392
Garr201010,0004,0,0.427,1.479,1.9060000000000001,0.9000728
Garr201101,0000,0,0.635,1.88,2.5149999999999997,0.9001368
Garr201101,0001,0,0.635,1.683,2.318,0.900024
Garr201101,0002,0,0.635,4.203,4.838,0.9006743159212205
Garr201101,0003,0,0.635,3.438,4.073,0.9000528
Garr201101,0004,0,0.635,3.149,3.784,0.9001212
Garr201102,0000,0,0.84,3.656,4.496,0.89994
Garr201102,0001,0,0.84,1.034,1.874,0.89995
Garr201102,0002,0,0.84,1.13,1.9699999999999998,0.899945
Garr201102,0003,0,0.84,2.783,3.6229999999999998,0.89995
Garr201102,0004,0,0.84,0.868,1.708,0.899944
