Topology,DemandFile,ExitCode,PreprocessingTime,ILPTime,TotalTime,uMax
Aarnet,0000,0,0.051,0.099,0.15,0.9432922
Aarnet,0001,0,0.049,0.099,0.148,0.9335895
Aarnet,0002,0,0.056,0.091,0.147,0.9634367
Aarnet,0003,0,0.047,0.121,0.168,0.9720654
Aarnet,0004,0,0.046,0.089,0.135,1.1249961
Abilene,0000,0,0.029,0.243,0.272,0.9000360685120885
Abilene,0001,0,0.029,0.066,0.095,0.9000108506944444
Abilene,0002,0,0.035,0.105,0.14,0.9000662093299897
Abilene,0003,0,0.029,0.125,0.154,0.9
Abilene,0004,0,0.028,0.141,0.169,0.9000458642779063
Abvt,0000,0,0.067,0.334,0.401,0.89998375
Abvt,0001,0,0.069,0.198,0.267,0.9000313333333333
Abvt,0002,0,0.068,0.204,0.272,0.9000019166666667
Abvt,0003,0,0.07,0.205,0.275,0.8999901666666668
Abvt,0004,0,0.069,0.201,0.27,0.8999935
Aconet,0000,0,0.065,0.252,0.317,0.9000464905660378
Aconet,0001,0,0.065,0.209,0.274,0.900012679245283
Aconet,0002,0,0.064,0.284,0.348,0.9000716226415094
Aconet,0003,0,0.064,0.224,0.288,0.9000538113207547
Aconet,0004,0,0.1,0.265,0.365,0.9000307924528302
Agis,0000,0,0.054,0.169,0.223,0.8998129032258064
Agis,0001,0,0.051,0.433,0.484,0.8997666666666667
Agis,0002,0,0.052,0.169,0.221,0.8997193548387097
Agis,0003,0,0.082,0.303,0.385,0.8998193548387097
Agis,0004,0,0.062,0.173,0.235,0.8997967741935484
Ai3,0000,0,0.011,0.025,0.036,0.899993
Ai3,0001,0,0.013,0.026,0.039,0.899994
Ai3,0002,0,0.011,0.026,0.037,0.899992
Ai3,0003,0,0.012,0.025,0.037,0.899993
Ai3,0004,0,0.014,0.04,0.054,0.899991
Airtel,0000,0,0.064,0.513,0.577,0.9000526666666666
Airtel,0001,0,0.046,1.832,1.878,0.9000428
Airtel,0002,0,0.043,1.216,1.259,0.899993
