2, 2
2, 2
1, 1
3, 3
4, 10
1, 1
2, 2
2, 8
3, 8
1, 1
5, 5
4, 4
4, 4
3, 5
3, 3
2, 2
4, 6
5, 8
2, 2
4, 4
1, 1
3, 3
4, 12
1, 1
2, 2
2, 4
3, 8
3, 3
5, 7
4, 4
4, 6
3, 7
3, 3
2, 2
4, 6
5, 7
2, 2
4, 4
3, 3
5, 7
6, 12
3, 5
4, 10
4, 5
2, 13
1, 1
3, 3
4, 6
2, 2
3, 3
1, 1
2, 2
4, 8
3, 9
1, 1
1, 1
3, 3
4, 4
5, 9
2, 2
3, 3
1, 1
2, 7
2, 2
4, 8
3, 7
3, 7
2, 2
2, 2
1, 1
3, 7
4, 4
3, 9
3, 3
5, 11
4, 4
1, 1
2, 2
1, 1
5, 13
6, 7
4, 12
8, 8
7, 11
7, 7
6, 10
6, 6
5, 5
7, 9
8, 9
4, 12
4, 4
6, 12
5, 9
1, 1
3, 3
2, 2
6, 12
7, 15
5, 10
9, 11
8, 10
8, 8
7, 9
7, 7
6, 6
8, 12
9, 9
1, 7
1, 7
3, 5
2, 2
2, 2
3, 3
1, 1
3, 9
4, 7
2, 4
6, 7
5, 7
5, 5
4, 6
4, 6
3, 5
5, 9
6, 8
2, 2
2, 2
4, 4
3, 3
1, 1
2, 2
1, 1
4, 12
5, 11
3, 5
7, 7
6, 8
6, 6
5, 9
5, 5
4, 4
6, 10
7, 7
2, 10
2, 12
4, 6
1, 1
5, 11
6, 12
3, 9
4, 10
3, 8
3, 9
5, 5
4, 8
4, 10
3, 8
3, 7
2, 8
4, 8
5, 9
3, 4
3, 6
2, 7
2, 5
6, 9
7, 8
4, 7
5, 13
3, 7
3, 7
3, 11
3, 14
2, 3
2, 3
1, 6
1, 4
3, 4
3, 11
1, 1
3, 3
1, 7
2, 2
4, 8
5, 15
2, 8
3, 7
3, 9
3, 7
4, 6
5, 5
3, 9
4, 10
2, 6
3, 7
5, 9
4, 8
5, 7
5, 5
3, 7
4, 6
8, 8
9, 11
6, 6
7, 9
5, 9
3, 10
4, 4
1, 7
1, 9
2, 6
2, 8
3, 3
3, 7
2, 12
4, 6
4, 8
4, 6
3, 7
7, 9
8, 10
5, 7
6, 10
4, 8
3, 11
5, 5
1, 3
2, 2
1, 3
3, 5
2, 4
2, 6
3, 13
4, 6
4, 6
2, 10
3, 7
7, 7
8, 8
5, 7
6, 6
4, 5
2, 9
3, 9
1, 3
2, 6
1, 1
1, 1
2, 2
2, 6
1, 1
3, 5
3, 5
3, 9
2, 4
6, 8
7, 9
4, 8
5, 7
3, 9
2, 3
4, 6
2, 8
1, 9
1, 1
2, 2
1, 4
1, 11
2, 10
3, 5
3, 3
1, 7
2, 2
6, 8
7, 9
4, 4
5, 7
3, 7
1, 8
2, 2
2, 2
3, 3
1, 1
2, 2
1, 1
3, 3
2, 8
2, 2
2, 2
2, 8
1, 7
5, 11
6, 8
3, 6
4, 8
2, 10
1, 6
3, 7
3, 5
2, 8
2, 2
1, 3
1, 5
2, 8
3, 7
4, 6
4, 8
4, 6
3, 7
7, 17
8, 12
5, 7
6, 8
4, 6
3, 10
5, 5
3, 5
2, 8
2, 4
1, 7
3, 5
2, 4
1, 7
5, 7
5, 7
3, 7
4, 6
8, 8
9, 11
6, 8
7, 9
5, 9
3, 4
4, 6
2, 6
3, 3
1, 3
2, 4
2, 6
3, 5
1, 11
