1, 1
1, 16
1, 1
1, 10
3, 10
2, 15
2, 16
3, 16
3, 12
5, 16
4, 15
3, 16
3, 8
4, 6
3, 15
2, 14
3, 3
4, 13
5, 13
7, 19
5, 15
6, 18
6, 13
4, 15
4, 15
2, 16
2, 11
6, 18
6, 16
5, 18
4, 12
5, 12
3, 13
7, 17
7, 16
7, 13
6, 18
5, 11
1, 1
5, 19
6, 10
5, 17
6, 19
4, 14
3, 12
4, 12
2, 10
1, 1
2, 14
2, 2
2, 2
4, 18
3, 16
3, 17
4, 14
4, 13
6, 16
5, 10
4, 15
4, 14
5, 10
4, 16
3, 10
4, 16
5, 13
6, 6
8, 16
6, 6
7, 10
7, 17
5, 8
5, 11
3, 16
3, 3
7, 12
7, 19
6, 15
5, 15
6, 6
4, 17
8, 18
8, 12
8, 16
7, 19
6, 14
2, 2
6, 16
7, 13
6, 18
7, 10
5, 19
4, 10
5, 15
3, 10
1, 1
2, 11
2, 12
2, 12
4, 10
3, 14
3, 9
4, 4
4, 17
6, 15
5, 18
2, 15
4, 7
5, 17
4, 12
3, 6
4, 14
5, 11
6, 12
8, 19
4, 15
5, 11
7, 11
4, 6
3, 5
3, 10
3, 3
5, 15
5, 15
6, 20
5, 13
6, 14
4, 17
8, 19
6, 18
8, 15
7, 16
4, 18
2, 15
4, 18
5, 10
4, 12
5, 5
3, 12
2, 10
3, 10
1, 11
1, 1
2, 2
2, 10
2, 14
4, 4
3, 16
3, 17
4, 4
4, 16
6, 16
5, 10
4, 12
4, 7
5, 7
4, 4
3, 13
4, 14
5, 11
6, 12
8, 20
6, 15
7, 17
7, 13
5, 11
5, 16
3, 15
3, 3
7, 8
7, 15
6, 16
5, 12
6, 20
4, 16
8, 15
8, 20
8, 16
7, 17
6, 16
2, 2
6, 12
7, 15
6, 15
7, 7
5, 11
4, 14
5, 14
3, 11
1, 1
2, 14
2, 7
2, 15
2, 2
1, 1
1, 1
2, 2
2, 2
4, 16
3, 10
4, 8
2, 12
3, 16
2, 13
1, 1
2, 12
3, 15
4, 15
6, 6
4, 4
6, 6
5, 5
3, 3
4, 4
1, 1
1, 1
6, 7
6, 10
4, 4
3, 3
4, 4
2, 2
6, 6
6, 11
6, 19
5, 5
6, 12
2, 11
6, 8
7, 11
5, 5
6, 10
5, 5
4, 13
5, 5
3, 13
3, 17
4, 4
4, 10
4, 16
2, 2
3, 3
3, 3
2, 2
2, 2
6, 16
5, 15
6, 18
4, 15
5, 19
4, 13
3, 11
4, 12
5, 12
6, 16
6, 6
6, 13
8, 9
7, 15
5, 14
6, 13
3, 3
1, 1
8, 9
8, 19
4, 4
3, 3
4, 4
2, 2
6, 6
8, 14
8, 16
5, 5
8, 14
4, 18
8, 11
9, 16
7, 10
8, 9
7, 7
6, 10
7, 14
5, 13
2, 14
3, 13
3, 17
3, 15
1, 1
3, 3
2, 2
3, 3
3, 3
5, 18
4, 11
5, 10
3, 16
4, 16
3, 15
2, 14
3, 16
4, 12
5, 14
7, 7
5, 18
7, 15
6, 16
4, 11
5, 12
2, 2
2, 2
7, 16
7, 20
5, 5
4, 4
5, 5
3, 3
7, 7
7, 9
7, 15
6, 6
7, 15
3, 13
7, 9
8, 11
6, 19
7, 11
6, 10
5, 9
6, 13
4, 13
2, 16
3, 15
3, 11
3, 11
1, 1
3, 3
2, 2
3, 3
3, 3
5, 18
4, 17
5, 13
3, 15
4, 16
3, 10
2, 15
3, 14
4, 12
5, 11
7, 7
5, 11
7, 10
6, 14
4, 15
5, 14
2, 2
2, 2
7, 11
7, 12
5, 5
4, 4
5, 5
3, 3
7, 7
7, 13
7, 15
6, 6
7, 13
3, 15
7, 11
8, 11
6, 10
7, 11
