2, 2
1, 1
2, 2
5, 11
4, 10
2, 2
2, 2
5, 5
5, 5
4, 8
3, 3
5, 9
3, 7
4, 4
2, 2
3, 3
3, 9
4, 8
4, 4
5, 9
2, 2
1, 1
2, 2
5, 5
4, 10
2, 2
2, 2
5, 7
5, 7
4, 4
3, 3
5, 7
3, 9
4, 6
2, 2
3, 3
3, 5
4, 6
4, 6
5, 5
1, 1
1, 1
1, 1
4, 4
3, 7
1, 1
1, 1
4, 6
4, 6
3, 3
2, 2
4, 4
2, 8
3, 3
1, 1
2, 4
2, 2
3, 5
3, 3
4, 4
2, 2
2, 2
1, 1
5, 9
4, 6
2, 2
2, 2
5, 5
5, 9
4, 10
3, 3
5, 7
3, 9
4, 8
2, 2
3, 5
3, 7
4, 4
4, 4
5, 7
5, 11
5, 7
4, 8
5, 5
3, 3
5, 9
5, 7
4, 6
4, 6
3, 7
4, 4
4, 6
2, 8
1, 1
3, 7
2, 6
4, 6
3, 7
5, 5
4, 8
4, 4
4, 8
3, 7
4, 8
3, 7
4, 8
4, 6
3, 7
3, 7
4, 6
3, 5
3, 9
3, 5
2, 8
2, 8
1, 1
3, 3
2, 6
4, 6
3, 9
2, 2
2, 2
1, 1
2, 2
5, 9
4, 8
2, 2
5, 5
5, 5
4, 10
3, 3
5, 9
3, 9
4, 10
2, 2
3, 5
3, 3
4, 6
4, 8
5, 5
2, 2
2, 2
1, 1
2, 2
5, 5
4, 6
2, 2
5, 7
5, 7
4, 10
3, 3
5, 9
3, 5
4, 4
2, 2
3, 5
3, 7
4, 6
4, 8
5, 5
5, 7
5, 9
4, 10
5, 5
4, 6
3, 7
5, 7
5, 9
2, 2
5, 11
4, 6
2, 2
4, 4
3, 7
3, 7
2, 2
2, 4
1, 1
3, 7
2, 6
5, 7
5, 7
4, 8
5, 7
4, 8
3, 7
5, 7
5, 9
2, 2
5, 7
4, 6
2, 2
4, 6
3, 7
3, 3
2, 6
2, 6
1, 1
3, 3
2, 2
4, 4
4, 10
3, 3
4, 8
3, 9
4, 8
4, 8
4, 10
5, 5
5, 7
3, 9
5, 5
1, 1
2, 6
2, 2
3, 3
3, 7
4, 4
4, 6
5, 7
3, 3
3, 3
2, 2
3, 3
4, 8
3, 9
3, 3
3, 3
4, 6
4, 6
3, 7
4, 8
2, 6
3, 7
1, 1
2, 6
2, 6
3, 5
3, 7
4, 6
5, 9
5, 9
4, 6
5, 7
4, 8
3, 7
5, 7
5, 7
2, 2
2, 2
5, 5
4, 6
4, 6
3, 5
3, 5
2, 6
2, 2
1, 1
3, 7
2, 8
3, 5
3, 9
2, 8
3, 7
2, 8
3, 5
3, 5
3, 9
4, 6
4, 4
1, 1
2, 6
4, 4
1, 7
1, 1
2, 2
2, 6
3, 3
3, 5
4, 4
4, 8
4, 8
3, 3
4, 8
1, 1
2, 6
4, 6
4, 4
3, 3
3, 9
2, 4
3, 7
3, 3
1, 9
2, 2
1, 7
3, 3
2, 8
4, 4
3, 5
2, 2
2, 2
1, 1
2, 2
3, 3
2, 2
2, 2
2, 2
3, 5
3, 5
2, 2
1, 1
3, 3
1, 7
2, 6
1, 3
1, 1
2, 2
2, 2
3, 3
3, 3
3, 3
2, 2
3, 3
2, 4
1, 1
3, 5
3, 7
2, 6
2, 6
3, 5
2, 6
2, 2
2, 2
1, 3
1, 1
2, 2
1, 1
3, 3
2, 6
3, 3
3, 3
2, 2
3, 3
4, 4
3, 3
3, 3
3, 7
2, 6
2, 4
3, 5
2, 4
2, 6
2, 6
3, 3
1, 1
2, 4
1, 5
1, 5
2, 2
4, 6
4, 6
3, 3
4, 4
3, 7
2, 8
4, 8
4, 6
1, 1
1, 1
4, 4
3, 5
1, 1
3, 3
2, 2
2, 2
1, 1
1, 3
2, 2
1, 3
4, 6
4, 10
3, 5
4, 6
5, 7
4, 8
4, 6
4, 8
3, 9
3, 3
4, 6
3, 5
3, 3
3, 5
4, 8
2, 2
3, 3
1, 1
2, 2
1, 1
5, 5
5, 7
4, 6
5, 7
4, 4
3, 7
5, 7
5, 5
2, 8
2, 8
5, 5
4, 8
2, 4
4, 4
3, 7
3, 3
2, 2
2, 2
1, 5
1, 3
