1, 13
3, 3
1, 13
4, 4
5, 10
2, 2
3, 3
6, 6
6, 6
5, 12
4, 8
3, 3
2, 16
3, 13
4, 17
5, 18
6, 6
6, 8
4, 10
5, 9
6, 6
7, 7
4, 10
3, 3
2, 12
4, 11
5, 5
1, 14
4, 12
2, 12
5, 5
6, 6
3, 3
4, 4
6, 6
5, 5
4, 4
3, 3
2, 2
1, 1
2, 14
3, 13
4, 9
5, 5
6, 6
4, 4
4, 10
5, 5
6, 6
3, 11
2, 12
1, 13
3, 10
5, 5
3, 11
4, 5
2, 12
3, 3
4, 13
1, 13
2, 2
5, 12
6, 9
8, 10
7, 11
6, 21
5, 5
3, 10
7, 7
7, 7
8, 12
3, 11
1, 8
6, 16
5, 5
4, 13
6, 7
5, 10
4, 4
2, 11
2, 2
1, 1
2, 2
2, 2
3, 12
4, 11
1, 1
2, 14
5, 5
6, 6
6, 11
5, 9
4, 4
3, 16
4, 12
5, 9
6, 7
7, 7
5, 9
3, 11
6, 6
7, 7
6, 17
5, 12
4, 13
3, 11
4, 13
4, 15
4, 11
5, 10
3, 3
3, 3
1, 1
2, 2
1, 1
2, 2
3, 3
6, 8
7, 7
6, 6
6, 7
6, 10
5, 9
4, 4
5, 9
6, 12
4, 14
9, 14
8, 19
7, 11
8, 9
7, 12
6, 18
5, 14
5, 18
5, 10
6, 6
4, 17
4, 14
1, 1
3, 3
2, 2
1, 1
2, 2
5, 7
6, 6
5, 5
6, 8
7, 17
4, 8
3, 3
4, 4
7, 13
5, 11
10, 10
9, 9
8, 13
9, 9
8, 18
7, 15
6, 9
6, 6
2, 2
3, 3
1, 13
1, 1
2, 13
3, 12
1, 14
4, 11
5, 10
7, 9
6, 9
5, 8
4, 17
4, 11
6, 10
6, 7
7, 8
4, 9
2, 12
7, 8
6, 9
5, 10
6, 6
5, 5
4, 14
3, 6
3, 8
3, 3
4, 9
2, 14
2, 2
1, 1
2, 2
1, 14
3, 3
4, 4
7, 9
7, 8
6, 9
5, 8
5, 12
6, 10
5, 5
6, 10
5, 16
3, 14
8, 8
7, 16
6, 10
7, 8
6, 11
5, 6
4, 15
4, 12
6, 9
6, 15
5, 17
5, 13
2, 2
1, 1
4, 11
3, 3
1, 1
4, 6
5, 5
4, 6
5, 7
8, 13
3, 7
2, 2
3, 7
8, 14
6, 17
10, 15
10, 15
9, 14
9, 16
8, 10
7, 9
7, 14
7, 13
6, 6
5, 5
6, 19
6, 19
3, 3
2, 2
5, 18
4, 4
1, 1
3, 5
4, 4
3, 5
4, 6
7, 13
2, 6
1, 1
2, 6
9, 15
7, 11
9, 16
10, 16
10, 14
8, 17
7, 16
6, 8
8, 17
8, 10
5, 12
4, 6
8, 11
6, 11
6, 8
5, 5
7, 17
7, 9
4, 4
3, 3
1, 1
2, 4
3, 5
6, 14
3, 3
2, 4
1, 1
10, 11
8, 8
8, 15
9, 11
10, 12
7, 16
6, 16
5, 17
7, 9
9, 12
4, 11
3, 7
7, 10
5, 9
7, 7
6, 6
6, 9
7, 8
5, 5
4, 4
1, 1
1, 1
2, 6
5, 13
2, 2
3, 3
2, 4
9, 13
7, 11
7, 7
8, 12
9, 14
6, 10
5, 15
4, 14
6, 15
8, 12
3, 12
2, 13
6, 14
4, 11
6, 6
5, 7
5, 10
6, 9
4, 4
3, 3
2, 2
1, 1
1, 1
4, 19
1, 5
2, 2
3, 3
8, 9
6, 10
6, 15
7, 7
8, 15
5, 15
4, 15
3, 3
5, 5
7, 17
2, 2
1, 1
5, 6
3, 17
6, 9
6, 8
4, 4
5, 10
5, 5
4, 6
3, 3
2, 6
1, 1
3, 3
2, 6
3, 5
4, 4
7, 15
5, 13
5, 11
6, 17
7, 16
4, 17
3, 15
2, 2
4, 14
6, 11
3, 6
2, 14
3, 14
4, 13
6, 16
7, 16
4, 14
5, 15
8, 17
7, 16
6, 14
5, 13
4, 4
3, 14
5, 15
6, 13
7, 11
4, 4
2, 9
4, 12
5, 6
5, 10
3, 8
2, 2
1, 10
1, 10
3, 3
4, 8
3, 10
7, 7
5, 5
5, 5
4, 8
6, 10
6, 10
3, 3
2, 6
3, 3
2, 4
1, 5
2, 6
5, 16
1, 1
2, 4
9, 17
7, 11
7, 14
8, 12
9, 16
6, 13
5, 15
4, 15
6, 10
8, 14
5, 7
4, 9
7, 11
6, 8
4, 4
3, 3
6, 17
5, 5
2, 2
1, 1
2, 4
3, 3
2, 4
3, 3
6, 10
1, 1
1, 5
10, 12
8, 11
8, 16
9, 13
10, 15
7, 9
6, 12
5, 7
7, 11
9, 9
6, 14
5, 14
8, 9
7, 7
5, 9
4, 8
7, 11
6, 10
3, 3
2, 6
1, 5
2, 2
3, 3
4, 4
7, 11
2, 4
1, 5
11, 12
9, 9
9, 15
10, 16
11, 13
8, 17
7, 13
6, 18
8, 10
10, 19
6, 8
6, 7
3, 10
5, 9
6, 17
7, 13
4, 4
5, 10
8, 14
9, 13
10, 12
9, 14
8, 18
7, 15
4, 11
9, 14
10, 12
11, 12
2, 2
3, 3
2, 2
1, 14
4, 7
5, 13
5, 14
3, 3
1, 1
4, 10
4, 9
1, 13
3, 11
4, 4
5, 16
2, 7
3, 3
6, 6
7, 7
8, 13
7, 11
6, 10
5, 12
2, 2
7, 14
8, 8
9, 13
2, 9
5, 6
4, 4
3, 8
5, 14
4, 4
3, 8
1, 10
1, 1
5, 16
4, 10
6, 16
6, 8
9, 14
10, 10
7, 8
8, 20
10, 17
9, 17
8, 15
7, 11
6, 12
5, 12
4, 4
7, 14
8, 14
9, 14
3, 11
5, 15
1, 10
2, 2
1, 13
2, 9
3, 8
5, 6
4, 10
6, 11
5, 9
5, 8
7, 7
8, 10
9, 11
6, 9
7, 18
10, 16
10, 16
9, 15
8, 11
7, 10
6, 13
5, 5
8, 15
9, 14
10, 15
2, 12
4, 7
1, 1
1, 13
2, 15
3, 3
4, 13
5, 18
3, 8
7, 12
6, 13
4, 9
6, 11
7, 11
8, 13
5, 9
6, 10
9, 9
10, 10
10, 13
9, 13
8, 17
7, 16
5, 16
9, 13
10, 14
11, 16
1, 10
3, 3
2, 9
1, 10
3, 13
4, 7
5, 6
4, 12
2, 2
4, 10
3, 10
6, 6
5, 17
8, 9
9, 12
6, 7
7, 14
9, 16
8, 11
7, 16
6, 16
5, 5
4, 12
3, 8
6, 14
7, 16
8, 14
4, 12
5, 10
1, 10
2, 2
3, 3
1, 10
2, 9
4, 15
5, 5
3, 11
2, 12
5, 5
4, 10
7, 11
8, 18
5, 9
6, 20
8, 17
7, 18
6, 6
5, 15
4, 14
3, 13
2, 14
5, 13
6, 15
7, 13
5, 9
4, 7
2, 2
3, 3
4, 14
1, 13
1, 10
3, 8
5, 12
2, 12
1, 1
4, 13
3, 6
6, 7
7, 7
4, 4
5, 11
7, 7
6, 6
5, 7
4, 14
3, 3
2, 14
1, 14
4, 16
5, 17
6, 6
5, 6
3, 8
3, 8
4, 4
5, 6
2, 12
1, 13
2, 9
4, 4
4, 5
3, 15
2, 13
4, 13
5, 14
6, 15
3, 3
4, 14
7, 7
8, 13
7, 11
6, 18
5, 5
4, 4
1, 14
6, 19
7, 12
8, 19
3, 3
1, 14
5, 6
5, 5
4, 12
4, 14
3, 3
2, 2
2, 2
5, 9
5, 15
2, 11
4, 10
5, 10
6, 12
3, 8
4, 12
7, 7
8, 8
9, 9
8, 12
7, 11
6, 6
3, 3
8, 13
9, 9
10, 10
1, 1
1, 13
4, 4
3, 3
2, 9
5, 13
5, 12
4, 7
2, 2
